id calibrated_magnitude calibrated_error magnitude_rms_error x y alpha_j2000 delta_j2000 fwhm_world flags magnitude observation_id filter original_filter date user_id device_id target fits_id
154978120 10.4560 0.0239785499870777 0.00579999992623925 754.457885742188 499.726287841797 83.95944 -5.476451 0.001907408 35.0 12.9000 22065 V V 2456931.88173611 84 131 "[3] M42" 20302
336040764 10.2221 0.0273685622960329 0.00380000006407499 683.654479980469 749.781921386719 83.95944 -5.476437 0.00173089 0.0 12.7600 58510 B B 2459503.84826389 84 131 "[3] M42" 56758
100192597 8.4062 0.0 0.00139999995008111 468.067504882812 726.29150390625 83.959441 -5.476658 0.003366085 259.0 8.8840 11303 I I 2458553.33759259 31 39 "[3] M42" 10914
178433620 10.6069 0.0225553680211306 0.00650000013411045 793.594909667969 579.284973144531 83.959443 -5.476054 0.001253796 0.0 13.3548 29906 B B 2458934.47828704 84 131 "[3] M42" 28882
301781320 10.6966 0.0749121010303497 0.0127999996766448 964.3154296875 716.314086914062 83.959444 -5.475674 0.002102526 0.0 13.5189 51372 R R 2459341.45435185 84 131 "[3] M42" 49888
157830780 11.2567 0.0287122186273336 0.0108000002801418 722.216613769531 459.729888916016 83.959445 -5.4764 0.00167549 0.0 14.1709 23893 B B 2457024.61884259 84 131 "[3] M42" 21525
145056401 10.9607 0.0 0.0071000000461936 891.671813964844 713.282287597656 83.959446 -5.475994 0.001363914 256.0 13.8225 15751 I I 2457461.48636574 84 131 "[3] M42" 15211
153295697 11.1348 0.0628842115402222 0.0276999995112419 669.626220703125 777.956115722656 83.959446 -5.476968 0.002932993 2.0 13.9323 21150 B B 2456944.86875 84 131 "[3] M42" 19737
158038270 11.4622 0.0605561062693596 0.00820000004023314 790.053588867188 695.400329589844 83.959446 -5.476454 0.001256475 2.0 13.6635 23965 B B 2457083.50815972 84 131 "[3] M42" 21582
143854015 11.0636 0.02373968064785 0.0129000004380941 916.500671386719 748.989379882812 83.959447 -5.476513 0.001060231 0.0 14.3196 15226 V V 2457480.47306713 84 131 "[3] M42" 14795
146046741 11.5802 0.0296403747051954 0.0275999996811152 754.952270507812 662.39111328125 83.959448 -5.476475 0.003949137 2.0 14.1879 16335 B B 2457509.45547454 84 131 "[3] M42" 15748
158043827 11.0164 0.0248253960162401 0.0227000005543232 743.016479492188 712.898376464844 83.959448 -5.476818 0.002553537 3.0 13.2696 23980 B B 2457093.50108796 84 131 "[3] M42" 21599
143839491 11.1119 0.0360578037798405 0.0137999998405576 838.570495605469 660.095520019531 83.959449 -5.476383 0.001374634 0.0 14.2069 15183 V V 2457452.4919213 84 131 "[3] M42" 14743
99084884 11.0739 0.0 0.00740000000223517 460.498107910156 739.364990234375 83.95945 -5.476403 0.001648698 259.0 9.8225 11099 V V 2458499.48185185 31 39 "[3] M42" 10874
158026557 11.7224 0.185773804783821 0.0469999983906746 721.307922363281 370.752014160156 83.959451 -5.47631 0.001139192 0.0 16.3761 23945 B B 2457036.60997685 84 131 "[3] M42" 21543
174072030 10.6917 0.0392353422939777 0.00970000028610229 786.465270996094 594.913513183594 83.959455 -5.476007 0.001201211 0.0 14.0312 29351 V V 2458927.48311343 84 131 "[3] M42" 28607
146011476 11.0365 0.0153867024928331 0.00839999970048666 912.796020507812 732.998779296875 83.959456 -5.476621 0.003135063 2.0 13.5085 16279 B B 2457466.48190972 84 131 "[3] M42" 15676
153201608 11.2537 0.0373895913362503 0.034000001847744 715.257385253906 543.401611328125 83.959456 -5.476676 0.003817867 3.0 13.9675 21060 B B 2456902.90386574 84 131 "[3] M42" 19668
146030172 11.0768 0.0338105075061321 0.00939999986439943 933.659423828125 766.222778320312 83.959457 -5.476687 0.00558729 2.0 13.5230 16305 B B 2457479.47331019 84 131 "[3] M42" 15702
157504978 11.2592 0.0786793678998947 0.0263999998569489 717.686279296875 452.336212158203 83.959457 -5.47637 0.001161115 0.0 15.2290 23490 I I 2457025.61759259 84 131 "[3] M42" 21128
